country_name,GDP Growth (% Annual),Inflation (CPI %),Unemployment Rate (%),Public Debt (% of GDP),Norm_GDP_Growth,Norm_Inflation,Norm_Unemployment,Norm_Debt,Investment Score
Kiribati,4.12459054312031,9.28307374517721,,,0.2546539302929987,0.9343244651473005,,,
"Korea, Dem. People's Rep.",,,2.8449999999999998,,,,0.9215080167557418,,
Kosovo,4.06762701436438,3.281887166753795,,,0.2540554038522101,0.9607655348611019,,,
Kuwait,-3.64042590261035,3.270357377472355,2.1355,,0.17306545153421848,0.9608163348084443,0.9420049111656796,,
Lao PDR,3.74568140158232,27.180351883761702,1.2029999999999998,,0.2506726611402621,0.8554695299164868,0.9689440993788819,,
Latvia,1.70679524969924,5.10192254572683,6.592499999999999,,0.22924970335812558,0.9527465070058384,0.8132457027300303,,
Lebanon,,221.341644023365,11.543,,,0.0,0.6702296692185469,,
Lesotho,1.82662525852363,6.223831836849925,16.302,,0.23050877965216338,0.9478034042724885,0.5327459193991044,,
Liberia,4.68375688761311,10.0944535665552,2.9074999999999998,,0.2605291955598687,0.9307495470638399,0.9197024411382348,,
Libya,10.1558181770326,2.24966649160097,18.683999999999997,,0.3180251660318972,0.9653134719190617,0.4639318214646829,,
Liechtenstein,,,,,,,,,
Luxembourg,-1.09572361576994,2.896268159689975,5.5595,,0.1998031139626671,0.962464562031062,0.8430882565361837,,
"Macao SAR, China",75.0613769262435,0.476384495788075,2.336,,1.0,0.9731265056017832,0.9362126245847177,,
Madagascar,3.80000000009488,9.87432675044888,3.0404999999999998,,0.25124339680475455,0.9317194200072125,0.9158601762241803,,
Malawi,1.89245798756383,30.48469662361615,5.039,,0.23120049643762905,0.8409106741830134,0.8581250902787808,,
Maldives,4.72639189000989,2.1636316104998152,4.4384999999999994,,0.2609771694967871,0.965692539335028,0.8754730608117869,,
Mali,4.65677599093294,2.63260046186933,3.008,,0.2602457022368258,0.9636262749503736,0.9167990755452838,,
Malta,7.49851245937869,5.09396758978883,2.9065,,0.29010435831492254,0.9527815563317972,0.9197313303481149,,
Marshall Islands,-3.93487109905021,,,,0.1699716608354793,,,,
Mauritania,6.50718719858594,4.95305034506872,10.4095,,0.27968831856169046,0.9534024339937112,0.7029755886176512,,
Mauritius,6.95828740328457,5.577807325113705,5.5235,,0.2844281127046084,0.9506497712248271,0.8441282680918677,,
"Micronesia, Fed. Sts.",0.784313725490193,,,,0.2195570176092527,,,,
Monaco,5.04338259195359,,,,0.2643078500346866,,,,
Mongolia,7.4221127615025,8.575216062381756,5.4635,,0.28930161241336355,0.9374432674197608,0.8458616206846743,,
Montenegro,6.33769754243548,5.960759598688421,14.3605,,0.27790745907384384,0.948962493612254,0.5888343203813374,,
Morocco,3.40334130078834,3.5381990585229586,8.993500000000001,,0.24707562973187852,0.9596362314291588,0.7438827098078867,,
Mozambique,5.43685912188634,7.12697482131851,3.523,,0.26844218145933507,0.9438241801137659,0.9019211324570273,,
Myanmar,0.958446625192025,,3.032,,0.22138666452472563,,0.9161057345081612,,
Namibia,4.159985754998,5.059486930806555,19.2565,,0.25502583439811277,0.9529334772054469,0.44739274880832003,,
Nauru,0.590699675931191,,,,0.21752267861200159,,,,
Nepal,1.95254463264347,7.11475951738199,10.667,,0.2318318380452134,0.9438780004205902,0.695536617073523,,
Netherlands,0.0745607216494903,3.592968292813805,3.568,,0.21209951017413628,0.9593949196280456,0.9006211180124223,,
New Caledonia,,,11.0445,,,,0.6846309403437816,,
New Zealand,0.733302171674978,4.327980326684569,4.2989999999999995,,0.21902102968134646,0.9561564760012576,0.8795031055900621,,
Nicaragua,4.56922317096145,6.506198479648385,4.645,,0.25932576839734983,0.9465593042950058,0.8695074389715441,,
Niger,2.49999999999999,6.386246570754235,0.39,,0.2375840538870106,0.947087809240474,0.9924310270114112,,
Nigeria,2.86021499108364,24.6595502031139,3.0315,,0.24136890010775253,0.8665761156061101,0.9161201791131012,,
North Macedonia,2.07274977880975,6.425806678979814,13.2955,,0.23309485597740026,0.9469135084474876,0.6196013289036544,,
Northern Mariana Islands,,,,,,,,,
Norway,0.479647246011822,4.33157560767866,3.771,,0.21635582997968877,0.9561406352880648,0.8947566084067601,,
Oman,1.3104401130721,0.950782997762827,3.1685,,0.22508512587504545,0.9710363183198318,0.9121623573595261,,
Pakistan,-0.0396925228069165,21.70032995937285,5.44,,0.21089902998538168,0.8796143619163599,0.8465405171168568,,
Palau,1.87706979817723,7.52585127543522,,,0.23103880985632183,0.9420667409819092,,,
Panama,7.39930155626219,1.085805716291244,6.531,,0.2890619308174238,0.970441411784782,0.8150223891376571,,
Paraguay,4.71412407945468,4.233712785659446,5.9435,,0.2608482693189323,0.9565718162996174,0.8319947999422216,,
Peru,-0.55018230632048,4.23166043891149,4.8635,,0.2055352184403758,0.9565808588852344,0.8631951466127401,,
Philippines,5.54585117087767,4.59531501273878,2.1875,,0.2695873812842362,0.9549786064285484,0.9405026722519139,,
Poland,0.138832754787188,7.6565864356196,2.6075,,0.21277482843612425,0.9414907253157895,0.9283692041022678,,
Portugal,2.52628110806764,3.36370689845278,6.4465,,0.23786019440033992,0.9604050392821782,0.8174635273725264,,
Puerto Rico,0.563519426800866,,5.5985,,0.2172370906555141,,0.8419615773508594,,
Qatar,1.18715991184813,2.147496047456385,0.128,,0.22378979776476562,0.9657636322000352,1.0,,
Romania,2.40427177912809,2.9390386670940996,5.484,,0.23657821958262648,0.9622761163040064,0.8452693918821319,,
Russian Federation,3.60000000000001,,2.8015,18.9616724306898,0.24914195943195047,,0.9227646973855265,1.0,
Rwanda,8.24128769450616,10.779919574226675,12.173,,0.2979088365046714,0.9277294019211364,0.6520294669940776,,
Samoa,8.58409121817338,5.04705107670577,4.764,,0.30151073718377885,0.9529882692504753,0.866069622995811,,
San Marino,,3.58703683287486,,,,0.9594210534840256,,,
Sao Tome and Principe,0.372252775001456,21.2589138473,9.1205,,0.21522741620515554,0.8815592296586956,0.7402137801531128,,
Saudi Arabia,-0.754914810584665,2.007503153692545,3.952,,0.20338405576195362,0.9663804371960263,0.8895276614184603,,
Senegal,4.58406140454957,5.93947798773215,2.896,,0.2594816764903182,0.9490562598285786,0.9200346670518561,,
Serbia,3.84747112784942,8.5212170520758,7.829000000000001,,0.2517421848144807,0.93768118563432,0.7775241947132745,,
Seychelles,3.16171435490999,-0.361787416699926,,,0.24453681026135649,0.9768194689317231,,,
Sierra Leone,5.7100218981806,38.1383116633647,3.1395,,0.27131235379279195,0.8071890482705333,0.9130001444460495,,
Sint Maarten (Dutch part),3.8,,,,0.2512433968037576,,,,
Slovak Republic,1.37833727209444,6.6447783793819095,5.537,,0.22579853401209085,0.9459487249134282,0.8437382637584863,,
Slovenia,2.11259184318999,4.70625186909175,3.5045,,0.23351348399269317,0.9544898215667004,0.9024555828398093,,
Solomon Islands,3.07976981501386,5.88585897042164,1.4625,,0.24367580366859012,0.9492925038040266,0.9614473494149935,,
Somalia,4.21638432609835,,18.901,,0.2556184247232468,,0.457662862920699,,
South Africa,0.698485194788034,5.21819815549311,32.632999999999996,,0.2186552011993286,0.9522341997373228,0.060956232847031624,,
South Sudan,,2.38280434813759,12.477,,,0.9647268700362128,0.6432471471905242,,
Sri Lanka,-2.29801056186895,8.055907089456735,5.4965,,0.18717046036182497,0.9397313290516857,0.8449082767586306,,
St. Kitts and Nevis,2.2849480914594,3.55711230848243,,,0.23532446329958226,0.9595529001488932,,,
St. Lucia,2.21007265992306,4.07060821926204,11.010000000000002,,0.234537733149279,0.9572904507153942,0.6856276180846453,,
St. Martin (French part),,,,,,,,,
St. Vincent and the Grenadines,6.01610914506236,4.096142283779105,18.315,,0.2745284696909465,0.9571779483008884,0.47459193991044335,,
Sudan,-20.1115759693272,,,,0.0,,,,
Suriname,2.53956675446825,33.908465936557,7.478,,0.23799978916961423,0.825825636931726,0.7876643073811931,,
Sweden,-0.310670184725893,5.6922207398646805,8.0695,,0.2080518170569743,0.9501456687384118,0.7705763397371083,,
Syrian Arab Republic,,,13.0745,,,,0.6259858442871586,,
Tajikistan,8.29999921651935,,11.590499999999999,,0.29852572943724237,,0.6688574317492416,,
Tanzania,5.06952353203394,3.4280898384864447,2.5789999999999997,,0.2645825177767817,0.9601213697472349,0.9291925465838509,,
Timor-Leste,-18.1178133769718,5.241596281579225,1.5619999999999998,,0.02094883611043435,0.9521311082111835,0.9585728730319226,,
Togo,6.40792215636242,5.48928568141124,1.944,,0.27864532221447785,0.9510397952511975,0.9475371948577206,,
Tonga,,4.767387957576235,2.2270000000000003,,,0.9542204575740094,0.9393615484616494,,
Trinidad and Tobago,1.34767518168188,2.5780935249882595,4.378,,0.2254763616986374,0.9638664310760204,0.8772208580095334,,
Tunisia,0.0391565674939329,8.267806273383295,15.654499999999999,,0.21172751211083773,0.9387977068385979,0.5514516827964755,,
Turkmenistan,6.30015758549871,,4.2015,,0.277513019731629,,0.8823198035533728,,
Turks and Caicos Islands,1.19999674543641,,,,0.223924676773956,,,,
Tuvalu,3.85280919517032,,,,0.25179827288528744,,,,
Ukraine,5.32433537426355,9.67550346477422,,,0.26725987341698343,0.9325954301576306,,,
United Arab Emirates,3.61870653547174,1.62670837213248,2.142,,0.24933851249563715,0.9680582089557117,0.9418171313014588,,
Uzbekistan,6.29141635081155,9.7924226860735,4.474,,0.2774211739453924,0.9320802871536831,0.8744474938610429,,
"Venezuela, RB",,,5.48,,,,0.8453849487216525,,
Viet Nam,5.0464307361882,3.436992782767525,1.538,,0.2643398774557329,0.9600821436096506,0.9592662140690453,,
Virgin Islands (U.S.),,,12.167,,,,0.6522028022533582,,
West Bank and Gaza,-5.41093700031979,5.87110177678988,,,0.15446236059458832,0.9493575236097765,,,
"Yemen, Rep.",,,17.0885,,,,0.510024555828398,,
Zambia,5.36794285493059,10.884531691282,5.933,,0.2677180653648038,0.9272684836937456,0.8322981366459627,,
Zimbabwe,5.33673049519527,,8.656500000000001,,0.26739011126875334,,0.7536183735374837,,
